block_id,split,country,city,top_left_row,top_left_col,top_left_patch_id,top_left_coarse_label,top_right_patch_id,top_right_coarse_label,bottom_left_patch_id,bottom_left_coarse_label,bottom_right_patch_id,bottom_right_coarse_label,n_valid,n_built,all_four_valid,has_built_up,use_for_block_training,is_tiling_anchor,use_for_tiling_eval
Turkiye_Konya_r016_c008_2x2,train,Turkiye,Konya,16,8,Turkiye_Konya_r016_c008_x1280_y2560_s160,0,Turkiye_Konya_r016_c009_x1440_y2560_s160,0,Turkiye_Konya_r017_c008_x1280_y2720_s160,0,Turkiye_Konya_r017_c009_x1440_y2720_s160,0,0,0,false,false,false,true,false
Turkiye_Konya_r016_c009_2x2,train,Turkiye,Konya,16,9,Turkiye_Konya_r016_c009_x1440_y2560_s160,0,Turkiye_Konya_r016_c010_x1600_y2560_s160,0,Turkiye_Konya_r017_c009_x1440_y2720_s160,0,Turkiye_Konya_r017_c010_x1600_y2720_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r016_c010_2x2,train,Turkiye,Konya,16,10,Turkiye_Konya_r016_c010_x1600_y2560_s160,0,Turkiye_Konya_r016_c011_x1760_y2560_s160,0,Turkiye_Konya_r017_c010_x1600_y2720_s160,0,Turkiye_Konya_r017_c011_x1760_y2720_s160,0,0,0,false,false,false,true,false
Turkiye_Konya_r016_c011_2x2,train,Turkiye,Konya,16,11,Turkiye_Konya_r016_c011_x1760_y2560_s160,0,Turkiye_Konya_r016_c012_x1920_y2560_s160,0,Turkiye_Konya_r017_c011_x1760_y2720_s160,0,Turkiye_Konya_r017_c012_x1920_y2720_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r016_c012_2x2,train,Turkiye,Konya,16,12,Turkiye_Konya_r016_c012_x1920_y2560_s160,0,Turkiye_Konya_r016_c013_x2080_y2560_s160,0,Turkiye_Konya_r017_c012_x1920_y2720_s160,0,Turkiye_Konya_r017_c013_x2080_y2720_s160,0,0,0,false,false,false,true,false
Turkiye_Konya_r016_c013_2x2,train,Turkiye,Konya,16,13,Turkiye_Konya_r016_c013_x2080_y2560_s160,0,Turkiye_Konya_r016_c014_x2100_y2560_s160,0,Turkiye_Konya_r017_c013_x2080_y2720_s160,0,Turkiye_Konya_r017_c014_x2100_y2720_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r017_c000_2x2,train,Turkiye,Konya,17,0,Turkiye_Konya_r017_c000_x0_y2720_s160,0,Turkiye_Konya_r017_c001_x160_y2720_s160,0,Turkiye_Konya_r018_c000_x0_y2880_s160,0,Turkiye_Konya_r018_c001_x160_y2880_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r017_c001_2x2,train,Turkiye,Konya,17,1,Turkiye_Konya_r017_c001_x160_y2720_s160,0,Turkiye_Konya_r017_c002_x320_y2720_s160,0,Turkiye_Konya_r018_c001_x160_y2880_s160,0,Turkiye_Konya_r018_c002_x320_y2880_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r017_c002_2x2,train,Turkiye,Konya,17,2,Turkiye_Konya_r017_c002_x320_y2720_s160,0,Turkiye_Konya_r017_c003_x480_y2720_s160,0,Turkiye_Konya_r018_c002_x320_y2880_s160,0,Turkiye_Konya_r018_c003_x480_y2880_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r017_c003_2x2,train,Turkiye,Konya,17,3,Turkiye_Konya_r017_c003_x480_y2720_s160,0,Turkiye_Konya_r017_c004_x640_y2720_s160,0,Turkiye_Konya_r018_c003_x480_y2880_s160,0,Turkiye_Konya_r018_c004_x640_y2880_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r017_c004_2x2,train,Turkiye,Konya,17,4,Turkiye_Konya_r017_c004_x640_y2720_s160,0,Turkiye_Konya_r017_c005_x800_y2720_s160,0,Turkiye_Konya_r018_c004_x640_y2880_s160,0,Turkiye_Konya_r018_c005_x800_y2880_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r017_c005_2x2,train,Turkiye,Konya,17,5,Turkiye_Konya_r017_c005_x800_y2720_s160,0,Turkiye_Konya_r017_c006_x960_y2720_s160,0,Turkiye_Konya_r018_c005_x800_y2880_s160,0,Turkiye_Konya_r018_c006_x960_y2880_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r017_c006_2x2,train,Turkiye,Konya,17,6,Turkiye_Konya_r017_c006_x960_y2720_s160,0,Turkiye_Konya_r017_c007_x1120_y2720_s160,0,Turkiye_Konya_r018_c006_x960_y2880_s160,0,Turkiye_Konya_r018_c007_x1120_y2880_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r017_c007_2x2,train,Turkiye,Konya,17,7,Turkiye_Konya_r017_c007_x1120_y2720_s160,0,Turkiye_Konya_r017_c008_x1280_y2720_s160,0,Turkiye_Konya_r018_c007_x1120_y2880_s160,0,Turkiye_Konya_r018_c008_x1280_y2880_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r017_c008_2x2,train,Turkiye,Konya,17,8,Turkiye_Konya_r017_c008_x1280_y2720_s160,0,Turkiye_Konya_r017_c009_x1440_y2720_s160,0,Turkiye_Konya_r018_c008_x1280_y2880_s160,0,Turkiye_Konya_r018_c009_x1440_y2880_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r017_c009_2x2,train,Turkiye,Konya,17,9,Turkiye_Konya_r017_c009_x1440_y2720_s160,0,Turkiye_Konya_r017_c010_x1600_y2720_s160,0,Turkiye_Konya_r018_c009_x1440_y2880_s160,0,Turkiye_Konya_r018_c010_x1600_y2880_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r017_c010_2x2,train,Turkiye,Konya,17,10,Turkiye_Konya_r017_c010_x1600_y2720_s160,0,Turkiye_Konya_r017_c011_x1760_y2720_s160,0,Turkiye_Konya_r018_c010_x1600_y2880_s160,0,Turkiye_Konya_r018_c011_x1760_y2880_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r017_c011_2x2,train,Turkiye,Konya,17,11,Turkiye_Konya_r017_c011_x1760_y2720_s160,0,Turkiye_Konya_r017_c012_x1920_y2720_s160,0,Turkiye_Konya_r018_c011_x1760_y2880_s160,0,Turkiye_Konya_r018_c012_x1920_y2880_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r017_c012_2x2,train,Turkiye,Konya,17,12,Turkiye_Konya_r017_c012_x1920_y2720_s160,0,Turkiye_Konya_r017_c013_x2080_y2720_s160,0,Turkiye_Konya_r018_c012_x1920_y2880_s160,0,Turkiye_Konya_r018_c013_x2080_y2880_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r017_c013_2x2,train,Turkiye,Konya,17,13,Turkiye_Konya_r017_c013_x2080_y2720_s160,0,Turkiye_Konya_r017_c014_x2100_y2720_s160,0,Turkiye_Konya_r018_c013_x2080_y2880_s160,0,Turkiye_Konya_r018_c014_x2100_y2880_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r018_c000_2x2,train,Turkiye,Konya,18,0,Turkiye_Konya_r018_c000_x0_y2880_s160,0,Turkiye_Konya_r018_c001_x160_y2880_s160,0,Turkiye_Konya_r019_c000_x0_y3040_s160,0,Turkiye_Konya_r019_c001_x160_y3040_s160,0,0,0,false,false,false,true,false
Turkiye_Konya_r018_c001_2x2,train,Turkiye,Konya,18,1,Turkiye_Konya_r018_c001_x160_y2880_s160,0,Turkiye_Konya_r018_c002_x320_y2880_s160,0,Turkiye_Konya_r019_c001_x160_y3040_s160,0,Turkiye_Konya_r019_c002_x320_y3040_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r018_c002_2x2,train,Turkiye,Konya,18,2,Turkiye_Konya_r018_c002_x320_y2880_s160,0,Turkiye_Konya_r018_c003_x480_y2880_s160,0,Turkiye_Konya_r019_c002_x320_y3040_s160,0,Turkiye_Konya_r019_c003_x480_y3040_s160,0,0,0,false,false,false,true,false
Turkiye_Konya_r018_c003_2x2,train,Turkiye,Konya,18,3,Turkiye_Konya_r018_c003_x480_y2880_s160,0,Turkiye_Konya_r018_c004_x640_y2880_s160,0,Turkiye_Konya_r019_c003_x480_y3040_s160,0,Turkiye_Konya_r019_c004_x640_y3040_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r018_c004_2x2,train,Turkiye,Konya,18,4,Turkiye_Konya_r018_c004_x640_y2880_s160,0,Turkiye_Konya_r018_c005_x800_y2880_s160,0,Turkiye_Konya_r019_c004_x640_y3040_s160,0,Turkiye_Konya_r019_c005_x800_y3040_s160,0,0,0,false,false,false,true,false
Turkiye_Konya_r018_c005_2x2,train,Turkiye,Konya,18,5,Turkiye_Konya_r018_c005_x800_y2880_s160,0,Turkiye_Konya_r018_c006_x960_y2880_s160,0,Turkiye_Konya_r019_c005_x800_y3040_s160,0,Turkiye_Konya_r019_c006_x960_y3040_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r018_c006_2x2,train,Turkiye,Konya,18,6,Turkiye_Konya_r018_c006_x960_y2880_s160,0,Turkiye_Konya_r018_c007_x1120_y2880_s160,0,Turkiye_Konya_r019_c006_x960_y3040_s160,0,Turkiye_Konya_r019_c007_x1120_y3040_s160,0,0,0,false,false,false,true,false
Turkiye_Konya_r018_c007_2x2,train,Turkiye,Konya,18,7,Turkiye_Konya_r018_c007_x1120_y2880_s160,0,Turkiye_Konya_r018_c008_x1280_y2880_s160,0,Turkiye_Konya_r019_c007_x1120_y3040_s160,0,Turkiye_Konya_r019_c008_x1280_y3040_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r018_c008_2x2,train,Turkiye,Konya,18,8,Turkiye_Konya_r018_c008_x1280_y2880_s160,0,Turkiye_Konya_r018_c009_x1440_y2880_s160,0,Turkiye_Konya_r019_c008_x1280_y3040_s160,0,Turkiye_Konya_r019_c009_x1440_y3040_s160,0,0,0,false,false,false,true,false
Turkiye_Konya_r018_c009_2x2,train,Turkiye,Konya,18,9,Turkiye_Konya_r018_c009_x1440_y2880_s160,0,Turkiye_Konya_r018_c010_x1600_y2880_s160,0,Turkiye_Konya_r019_c009_x1440_y3040_s160,0,Turkiye_Konya_r019_c010_x1600_y3040_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r018_c010_2x2,train,Turkiye,Konya,18,10,Turkiye_Konya_r018_c010_x1600_y2880_s160,0,Turkiye_Konya_r018_c011_x1760_y2880_s160,0,Turkiye_Konya_r019_c010_x1600_y3040_s160,0,Turkiye_Konya_r019_c011_x1760_y3040_s160,0,0,0,false,false,false,true,false
Turkiye_Konya_r018_c011_2x2,train,Turkiye,Konya,18,11,Turkiye_Konya_r018_c011_x1760_y2880_s160,0,Turkiye_Konya_r018_c012_x1920_y2880_s160,0,Turkiye_Konya_r019_c011_x1760_y3040_s160,0,Turkiye_Konya_r019_c012_x1920_y3040_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r018_c012_2x2,train,Turkiye,Konya,18,12,Turkiye_Konya_r018_c012_x1920_y2880_s160,0,Turkiye_Konya_r018_c013_x2080_y2880_s160,0,Turkiye_Konya_r019_c012_x1920_y3040_s160,0,Turkiye_Konya_r019_c013_x2080_y3040_s160,0,0,0,false,false,false,true,false
Turkiye_Konya_r018_c013_2x2,train,Turkiye,Konya,18,13,Turkiye_Konya_r018_c013_x2080_y2880_s160,0,Turkiye_Konya_r018_c014_x2100_y2880_s160,0,Turkiye_Konya_r019_c013_x2080_y3040_s160,0,Turkiye_Konya_r019_c014_x2100_y3040_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r019_c000_2x2,train,Turkiye,Konya,19,0,Turkiye_Konya_r019_c000_x0_y3040_s160,0,Turkiye_Konya_r019_c001_x160_y3040_s160,0,Turkiye_Konya_r020_c000_x0_y3081_s160,0,Turkiye_Konya_r020_c001_x160_y3081_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r019_c001_2x2,train,Turkiye,Konya,19,1,Turkiye_Konya_r019_c001_x160_y3040_s160,0,Turkiye_Konya_r019_c002_x320_y3040_s160,0,Turkiye_Konya_r020_c001_x160_y3081_s160,0,Turkiye_Konya_r020_c002_x320_y3081_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r019_c002_2x2,train,Turkiye,Konya,19,2,Turkiye_Konya_r019_c002_x320_y3040_s160,0,Turkiye_Konya_r019_c003_x480_y3040_s160,0,Turkiye_Konya_r020_c002_x320_y3081_s160,0,Turkiye_Konya_r020_c003_x480_y3081_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r019_c003_2x2,train,Turkiye,Konya,19,3,Turkiye_Konya_r019_c003_x480_y3040_s160,0,Turkiye_Konya_r019_c004_x640_y3040_s160,0,Turkiye_Konya_r020_c003_x480_y3081_s160,0,Turkiye_Konya_r020_c004_x640_y3081_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r019_c004_2x2,train,Turkiye,Konya,19,4,Turkiye_Konya_r019_c004_x640_y3040_s160,0,Turkiye_Konya_r019_c005_x800_y3040_s160,0,Turkiye_Konya_r020_c004_x640_y3081_s160,0,Turkiye_Konya_r020_c005_x800_y3081_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r019_c005_2x2,train,Turkiye,Konya,19,5,Turkiye_Konya_r019_c005_x800_y3040_s160,0,Turkiye_Konya_r019_c006_x960_y3040_s160,0,Turkiye_Konya_r020_c005_x800_y3081_s160,0,Turkiye_Konya_r020_c006_x960_y3081_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r019_c006_2x2,train,Turkiye,Konya,19,6,Turkiye_Konya_r019_c006_x960_y3040_s160,0,Turkiye_Konya_r019_c007_x1120_y3040_s160,0,Turkiye_Konya_r020_c006_x960_y3081_s160,0,Turkiye_Konya_r020_c007_x1120_y3081_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r019_c007_2x2,train,Turkiye,Konya,19,7,Turkiye_Konya_r019_c007_x1120_y3040_s160,0,Turkiye_Konya_r019_c008_x1280_y3040_s160,0,Turkiye_Konya_r020_c007_x1120_y3081_s160,0,Turkiye_Konya_r020_c008_x1280_y3081_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r019_c008_2x2,train,Turkiye,Konya,19,8,Turkiye_Konya_r019_c008_x1280_y3040_s160,0,Turkiye_Konya_r019_c009_x1440_y3040_s160,0,Turkiye_Konya_r020_c008_x1280_y3081_s160,0,Turkiye_Konya_r020_c009_x1440_y3081_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r019_c009_2x2,train,Turkiye,Konya,19,9,Turkiye_Konya_r019_c009_x1440_y3040_s160,0,Turkiye_Konya_r019_c010_x1600_y3040_s160,0,Turkiye_Konya_r020_c009_x1440_y3081_s160,0,Turkiye_Konya_r020_c010_x1600_y3081_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r019_c010_2x2,train,Turkiye,Konya,19,10,Turkiye_Konya_r019_c010_x1600_y3040_s160,0,Turkiye_Konya_r019_c011_x1760_y3040_s160,0,Turkiye_Konya_r020_c010_x1600_y3081_s160,0,Turkiye_Konya_r020_c011_x1760_y3081_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r019_c011_2x2,train,Turkiye,Konya,19,11,Turkiye_Konya_r019_c011_x1760_y3040_s160,0,Turkiye_Konya_r019_c012_x1920_y3040_s160,0,Turkiye_Konya_r020_c011_x1760_y3081_s160,0,Turkiye_Konya_r020_c012_x1920_y3081_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r019_c012_2x2,train,Turkiye,Konya,19,12,Turkiye_Konya_r019_c012_x1920_y3040_s160,0,Turkiye_Konya_r019_c013_x2080_y3040_s160,0,Turkiye_Konya_r020_c012_x1920_y3081_s160,0,Turkiye_Konya_r020_c013_x2080_y3081_s160,0,0,0,false,false,false,false,false
Turkiye_Konya_r019_c013_2x2,train,Turkiye,Konya,19,13,Turkiye_Konya_r019_c013_x2080_y3040_s160,0,Turkiye_Konya_r019_c014_x2100_y3040_s160,0,Turkiye_Konya_r020_c013_x2080_y3081_s160,0,Turkiye_Konya_r020_c014_x2100_y3081_s160,0,0,0,false,false,false,false,false
Turkiye_Malatya_r000_c000_2x2,test,Turkiye,Malatya,0,0,Turkiye_Malatya_r000_c000_x0_y0_s160,3,Turkiye_Malatya_r000_c001_x160_y0_s160,3,Turkiye_Malatya_r001_c000_x0_y160_s160,3,Turkiye_Malatya_r001_c001_x160_y160_s160,3,4,4,true,true,true,true,true
Turkiye_Malatya_r000_c001_2x2,test,Turkiye,Malatya,0,1,Turkiye_Malatya_r000_c001_x160_y0_s160,3,Turkiye_Malatya_r000_c002_x320_y0_s160,3,Turkiye_Malatya_r001_c001_x160_y160_s160,3,Turkiye_Malatya_r001_c002_x320_y160_s160,3,4,4,true,true,true,false,false
Turkiye_Malatya_r000_c002_2x2,test,Turkiye,Malatya,0,2,Turkiye_Malatya_r000_c002_x320_y0_s160,3,Turkiye_Malatya_r000_c003_x480_y0_s160,3,Turkiye_Malatya_r001_c002_x320_y160_s160,3,Turkiye_Malatya_r001_c003_x480_y160_s160,3,4,4,true,true,true,true,true
Turkiye_Malatya_r000_c003_2x2,test,Turkiye,Malatya,0,3,Turkiye_Malatya_r000_c003_x480_y0_s160,3,Turkiye_Malatya_r000_c004_x640_y0_s160,3,Turkiye_Malatya_r001_c003_x480_y160_s160,3,Turkiye_Malatya_r001_c004_x640_y160_s160,3,4,4,true,true,true,false,false
Turkiye_Malatya_r000_c004_2x2,test,Turkiye,Malatya,0,4,Turkiye_Malatya_r000_c004_x640_y0_s160,3,Turkiye_Malatya_r000_c005_x800_y0_s160,3,Turkiye_Malatya_r001_c004_x640_y160_s160,3,Turkiye_Malatya_r001_c005_x800_y160_s160,3,4,4,true,true,true,true,true
Turkiye_Malatya_r000_c005_2x2,test,Turkiye,Malatya,0,5,Turkiye_Malatya_r000_c005_x800_y0_s160,3,Turkiye_Malatya_r000_c006_x960_y0_s160,3,Turkiye_Malatya_r001_c005_x800_y160_s160,3,Turkiye_Malatya_r001_c006_x960_y160_s160,4,4,4,true,true,true,false,false
Turkiye_Malatya_r000_c006_2x2,test,Turkiye,Malatya,0,6,Turkiye_Malatya_r000_c006_x960_y0_s160,3,Turkiye_Malatya_r000_c007_x1120_y0_s160,3,Turkiye_Malatya_r001_c006_x960_y160_s160,4,Turkiye_Malatya_r001_c007_x1120_y160_s160,3,4,4,true,true,true,true,true
Turkiye_Malatya_r000_c007_2x2,test,Turkiye,Malatya,0,7,Turkiye_Malatya_r000_c007_x1120_y0_s160,3,Turkiye_Malatya_r000_c008_x1280_y0_s160,3,Turkiye_Malatya_r001_c007_x1120_y160_s160,3,Turkiye_Malatya_r001_c008_x1280_y160_s160,3,4,4,true,true,true,false,false
Turkiye_Malatya_r000_c008_2x2,test,Turkiye,Malatya,0,8,Turkiye_Malatya_r000_c008_x1280_y0_s160,3,Turkiye_Malatya_r000_c009_x1440_y0_s160,3,Turkiye_Malatya_r001_c008_x1280_y160_s160,3,Turkiye_Malatya_r001_c009_x1440_y160_s160,3,4,4,true,true,true,true,true
Turkiye_Malatya_r000_c009_2x2,test,Turkiye,Malatya,0,9,Turkiye_Malatya_r000_c009_x1440_y0_s160,3,Turkiye_Malatya_r000_c010_x1600_y0_s160,3,Turkiye_Malatya_r001_c009_x1440_y160_s160,3,Turkiye_Malatya_r001_c010_x1600_y160_s160,3,4,4,true,true,true,false,false
Turkiye_Malatya_r000_c010_2x2,test,Turkiye,Malatya,0,10,Turkiye_Malatya_r000_c010_x1600_y0_s160,3,Turkiye_Malatya_r000_c011_x1760_y0_s160,3,Turkiye_Malatya_r001_c010_x1600_y160_s160,3,Turkiye_Malatya_r001_c011_x1760_y160_s160,3,4,4,true,true,true,true,true
Turkiye_Malatya_r000_c011_2x2,test,Turkiye,Malatya,0,11,Turkiye_Malatya_r000_c011_x1760_y0_s160,3,Turkiye_Malatya_r000_c012_x1920_y0_s160,3,Turkiye_Malatya_r001_c011_x1760_y160_s160,3,Turkiye_Malatya_r001_c012_x1920_y160_s160,3,4,4,true,true,true,false,false
Turkiye_Malatya_r000_c012_2x2,test,Turkiye,Malatya,0,12,Turkiye_Malatya_r000_c012_x1920_y0_s160,3,Turkiye_Malatya_r000_c013_x1992_y0_s160,3,Turkiye_Malatya_r001_c012_x1920_y160_s160,3,Turkiye_Malatya_r001_c013_x1992_y160_s160,3,4,4,true,true,true,true,true
Turkiye_Malatya_r001_c000_2x2,test,Turkiye,Malatya,1,0,Turkiye_Malatya_r001_c000_x0_y160_s160,3,Turkiye_Malatya_r001_c001_x160_y160_s160,3,Turkiye_Malatya_r002_c000_x0_y320_s160,3,Turkiye_Malatya_r002_c001_x160_y320_s160,3,4,4,true,true,true,false,false
Turkiye_Malatya_r001_c001_2x2,test,Turkiye,Malatya,1,1,Turkiye_Malatya_r001_c001_x160_y160_s160,3,Turkiye_Malatya_r001_c002_x320_y160_s160,3,Turkiye_Malatya_r002_c001_x160_y320_s160,3,Turkiye_Malatya_r002_c002_x320_y320_s160,3,4,4,true,true,true,false,false
Turkiye_Malatya_r001_c002_2x2,test,Turkiye,Malatya,1,2,Turkiye_Malatya_r001_c002_x320_y160_s160,3,Turkiye_Malatya_r001_c003_x480_y160_s160,3,Turkiye_Malatya_r002_c002_x320_y320_s160,3,Turkiye_Malatya_r002_c003_x480_y320_s160,3,4,4,true,true,true,false,false
Turkiye_Malatya_r001_c003_2x2,test,Turkiye,Malatya,1,3,Turkiye_Malatya_r001_c003_x480_y160_s160,3,Turkiye_Malatya_r001_c004_x640_y160_s160,3,Turkiye_Malatya_r002_c003_x480_y320_s160,3,Turkiye_Malatya_r002_c004_x640_y320_s160,3,4,4,true,true,true,false,false
Turkiye_Malatya_r001_c004_2x2,test,Turkiye,Malatya,1,4,Turkiye_Malatya_r001_c004_x640_y160_s160,3,Turkiye_Malatya_r001_c005_x800_y160_s160,3,Turkiye_Malatya_r002_c004_x640_y320_s160,3,Turkiye_Malatya_r002_c005_x800_y320_s160,3,4,4,true,true,true,false,false
Turkiye_Malatya_r001_c005_2x2,test,Turkiye,Malatya,1,5,Turkiye_Malatya_r001_c005_x800_y160_s160,3,Turkiye_Malatya_r001_c006_x960_y160_s160,4,Turkiye_Malatya_r002_c005_x800_y320_s160,3,Turkiye_Malatya_r002_c006_x960_y320_s160,4,4,4,true,true,true,false,false
Turkiye_Malatya_r001_c006_2x2,test,Turkiye,Malatya,1,6,Turkiye_Malatya_r001_c006_x960_y160_s160,4,Turkiye_Malatya_r001_c007_x1120_y160_s160,3,Turkiye_Malatya_r002_c006_x960_y320_s160,4,Turkiye_Malatya_r002_c007_x1120_y320_s160,4,4,4,true,true,true,false,false
Turkiye_Malatya_r001_c007_2x2,test,Turkiye,Malatya,1,7,Turkiye_Malatya_r001_c007_x1120_y160_s160,3,Turkiye_Malatya_r001_c008_x1280_y160_s160,3,Turkiye_Malatya_r002_c007_x1120_y320_s160,4,Turkiye_Malatya_r002_c008_x1280_y320_s160,4,4,4,true,true,true,false,false
Turkiye_Malatya_r001_c008_2x2,test,Turkiye,Malatya,1,8,Turkiye_Malatya_r001_c008_x1280_y160_s160,3,Turkiye_Malatya_r001_c009_x1440_y160_s160,3,Turkiye_Malatya_r002_c008_x1280_y320_s160,4,Turkiye_Malatya_r002_c009_x1440_y320_s160,4,4,4,true,true,true,false,false
Turkiye_Malatya_r001_c009_2x2,test,Turkiye,Malatya,1,9,Turkiye_Malatya_r001_c009_x1440_y160_s160,3,Turkiye_Malatya_r001_c010_x1600_y160_s160,3,Turkiye_Malatya_r002_c009_x1440_y320_s160,4,Turkiye_Malatya_r002_c010_x1600_y320_s160,4,4,4,true,true,true,false,false
Turkiye_Malatya_r001_c010_2x2,test,Turkiye,Malatya,1,10,Turkiye_Malatya_r001_c010_x1600_y160_s160,3,Turkiye_Malatya_r001_c011_x1760_y160_s160,3,Turkiye_Malatya_r002_c010_x1600_y320_s160,4,Turkiye_Malatya_r002_c011_x1760_y320_s160,4,4,4,true,true,true,false,false
Turkiye_Malatya_r001_c011_2x2,test,Turkiye,Malatya,1,11,Turkiye_Malatya_r001_c011_x1760_y160_s160,3,Turkiye_Malatya_r001_c012_x1920_y160_s160,3,Turkiye_Malatya_r002_c011_x1760_y320_s160,4,Turkiye_Malatya_r002_c012_x1920_y320_s160,3,4,4,true,true,true,false,false
Turkiye_Malatya_r001_c012_2x2,test,Turkiye,Malatya,1,12,Turkiye_Malatya_r001_c012_x1920_y160_s160,3,Turkiye_Malatya_r001_c013_x1992_y160_s160,3,Turkiye_Malatya_r002_c012_x1920_y320_s160,3,Turkiye_Malatya_r002_c013_x1992_y320_s160,3,4,4,true,true,true,false,false
Turkiye_Malatya_r002_c000_2x2,test,Turkiye,Malatya,2,0,Turkiye_Malatya_r002_c000_x0_y320_s160,3,Turkiye_Malatya_r002_c001_x160_y320_s160,3,Turkiye_Malatya_r003_c000_x0_y480_s160,3,Turkiye_Malatya_r003_c001_x160_y480_s160,3,4,4,true,true,true,true,true
Turkiye_Malatya_r002_c001_2x2,test,Turkiye,Malatya,2,1,Turkiye_Malatya_r002_c001_x160_y320_s160,3,Turkiye_Malatya_r002_c002_x320_y320_s160,3,Turkiye_Malatya_r003_c001_x160_y480_s160,3,Turkiye_Malatya_r003_c002_x320_y480_s160,3,4,4,true,true,true,false,false
Turkiye_Malatya_r002_c002_2x2,test,Turkiye,Malatya,2,2,Turkiye_Malatya_r002_c002_x320_y320_s160,3,Turkiye_Malatya_r002_c003_x480_y320_s160,3,Turkiye_Malatya_r003_c002_x320_y480_s160,3,Turkiye_Malatya_r003_c003_x480_y480_s160,3,4,4,true,true,true,true,true
Turkiye_Malatya_r002_c003_2x2,test,Turkiye,Malatya,2,3,Turkiye_Malatya_r002_c003_x480_y320_s160,3,Turkiye_Malatya_r002_c004_x640_y320_s160,3,Turkiye_Malatya_r003_c003_x480_y480_s160,3,Turkiye_Malatya_r003_c004_x640_y480_s160,3,4,4,true,true,true,false,false
Turkiye_Malatya_r002_c004_2x2,test,Turkiye,Malatya,2,4,Turkiye_Malatya_r002_c004_x640_y320_s160,3,Turkiye_Malatya_r002_c005_x800_y320_s160,3,Turkiye_Malatya_r003_c004_x640_y480_s160,3,Turkiye_Malatya_r003_c005_x800_y480_s160,4,4,4,true,true,true,true,true
Turkiye_Malatya_r002_c005_2x2,test,Turkiye,Malatya,2,5,Turkiye_Malatya_r002_c005_x800_y320_s160,3,Turkiye_Malatya_r002_c006_x960_y320_s160,4,Turkiye_Malatya_r003_c005_x800_y480_s160,4,Turkiye_Malatya_r003_c006_x960_y480_s160,4,4,4,true,true,true,false,false
Turkiye_Malatya_r002_c006_2x2,test,Turkiye,Malatya,2,6,Turkiye_Malatya_r002_c006_x960_y320_s160,4,Turkiye_Malatya_r002_c007_x1120_y320_s160,4,Turkiye_Malatya_r003_c006_x960_y480_s160,4,Turkiye_Malatya_r003_c007_x1120_y480_s160,4,4,4,true,true,true,true,true
Turkiye_Malatya_r002_c007_2x2,test,Turkiye,Malatya,2,7,Turkiye_Malatya_r002_c007_x1120_y320_s160,4,Turkiye_Malatya_r002_c008_x1280_y320_s160,4,Turkiye_Malatya_r003_c007_x1120_y480_s160,4,Turkiye_Malatya_r003_c008_x1280_y480_s160,4,4,4,true,true,true,false,false
Turkiye_Malatya_r002_c008_2x2,test,Turkiye,Malatya,2,8,Turkiye_Malatya_r002_c008_x1280_y320_s160,4,Turkiye_Malatya_r002_c009_x1440_y320_s160,4,Turkiye_Malatya_r003_c008_x1280_y480_s160,4,Turkiye_Malatya_r003_c009_x1440_y480_s160,4,4,4,true,true,true,true,true
